Incident Number,CalendarYear,Month,IncDate,Call_Type,Problem,ResponseArea,Jurisdiction,PriorityDescription,Council_District,Location
22069727,2022,May,05/24/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,1,"(-97.699162,30.273361)"
22069737,2022,May,05/24/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2402,AFD,3F,2,"(-97.757333,30.206124)"
22069766,2022,May,05/24/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2402,AFD,3F,2,"(-97.763657,30.198195)"
22069785,2022,May,05/24/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.693116,30.350796)"
22069819,2022,May,05/24/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2306,AFD,3F,4,"(-97.694535,30.367439)"
22069820,2022,May,05/24/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0807,AFD,3F,7,"(-97.739333,30.389955)"
22069827,2022,May,05/24/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3005,AFD,3F,4,"(-97.693763,30.368822)"
22069913,2022,May,05/24/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2402,AFD,1F,2,"(-97.748432,30.197054)"
22069921,2022,May,05/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,AFD,1F,10,"(-97.801321,30.385021)"
22069940,2022,May,05/24/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4904,AFD,3F,5,"(-97.783321,30.146630)"
22070003,2022,May,05/25/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0504,AFD,3F,1,"(-97.670257,30.286813)"
22070063,2022,May,05/25/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1603,AFD,3F,4,"(-97.715943,30.336847)"
22070108,2022,May,05/25/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3001,AFD,3F,4,"(-97.716967,30.384368)"
22070125,2022,May,05/25/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2801,AFD,2F,7,"(-97.701638,30.427070)"
22070250,2022,May,05/25/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2305,AFD,3F,4,"(-97.696442,30.349147)"
22070273,2022,May,05/25/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2004,AFD,3F,5,"(-97.802758,30.220479)"
22070278,2022,May,05/25/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2808,AFD,3F,7,"(-97.698454,30.440441)"
22070316,2022,May,05/25/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1101,AFD,1F,5,"(-97.759072,30.258906)"
22070319,2022,May,05/25/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1206,AFD,3F,10,"(-97.744589,30.316122)"
22070436,2022,May,05/25/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3203,AFD,3F,8,"(-97.790551,30.262133)"
22070437,2022,May,05/25/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1104,AFD,3F,8,"(-97.771647,30.273682)"
22070470,2022,May,05/25/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4901,AFD,3F,5,"(-97.791802,30.153559)"
22070482,2022,May,05/25/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,4,"(-97.678641,30.356794)"
22070526,2022,May,05/25/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0040,AFD,3F,10,"(-97.796196,30.351150)"
22070543,2022,May,05/25/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1702,AFD,3F,3,"(-97.776789,30.214787)"
22070592,2022,May,05/26/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0902,AFD,3F,9,"(-97.724457,30.307214)"
22070595,2022,May,05/26/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1709,AFD,2F,2,"(-97.760046,30.203643)"
22070610,2022,May,05/26/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3002,AFD,3F,7,"(-97.688738,30.391203)"
22070716,2022,May,05/26/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4104,AFD,1F,1,"(-97.614525,30.373053)"
22070757,2022,May,05/26/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4901,AFD,3F,5,"(-97.795377,30.153531)"
22070763,2022,May,05/26/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1404,AFD,3F,9,"(-97.714436,30.292308)"
22070779,2022,May,05/26/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2305,AFD,3F,4,"(-97.705246,30.353645)"
22070827,2022,May,05/26/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2706,AFD,3F,8,"(-97.864779,30.234061)"
22070844,2022,May,05/26/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1602,AFD,3F,4,"(-97.701448,30.338165)"
22070875,2022,May,05/26/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1707,AFD,3F,3,"(-97.751186,30.225385)"
22070924,2022,May,05/26/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4206,AFD,1F,2,"(-97.666966,30.202624)"
22070938,2022,May,05/26/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-4901,AFD,3F,5,"(-97.804799,30.143662)"
22070949,2022,May,05/26/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1804,AFD,3F,1,"(-97.698620,30.321782)"
22070998,2022,May,05/26/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2904,AFD,1F,5,"(-97.846478,30.169690)"
22071014,2022,May,05/26/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3102,AFD,4F,10,"(-97.791275,30.363743)"
22071078,2022,May,05/26/2022 12:00:00 AM,Fire,PKG - Auto In Parking Garage,00-0901,AFD,2F,9,"(-97.732558,30.302132)"
22071090,2022,May,05/26/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1603,AFD,3F,4,"(-97.714884,30.322709)"
22071131,2022,May,05/27/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-0102,AFD,1F,1,"(-97.737950,30.271869)"
22071179,2022,May,05/27/2022 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-3401,AFD,2F,6,"(-97.793493,30.466384)"
22071202,2022,May,05/27/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1702,AFD,3F,3,"(-97.777821,30.213585)"
22071207,2022,May,05/27/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0803,AFD,1F,4,"(-97.703079,30.355849)"
22071210,2022,May,05/27/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1501,AFD,3F,3,"(-97.692442,30.261204)"
22071226,2022,May,05/27/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,1,"(-97.678289,30.372984)"
22071229,2022,May,05/27/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2304,AFD,2F,4,"(-97.684937,30.351571)"
22071299,2022,May,05/27/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3001,AFD,3F,4,"(-97.707503,30.374370)"
22071326,2022,May,05/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1803,AFD,1F,4,"(-97.703911,30.316978)"
22071346,2022,May,05/27/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.751355,30.215342)"
22071354,2022,May,05/27/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1803,AFD,3F,4,"(-97.707474,30.315292)"
22071431,2022,May,05/27/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0401,AFD,3F,9,"(-97.755263,30.268956)"
22071494,2022,May,05/27/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-4001,AFD,4F,7,"(-97.664726,30.398737)"
22071515,2022,May,05/27/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,3,"(-97.711253,30.264335)"
22071583,2022,May,05/27/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.714662,30.246555)"
22071595,2022,May,05/27/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0040,AFD,3F,10,"(-97.795784,30.351828)"
22071655,2022,May,05/28/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3303,AFD,3F,10,"(-97.747732,30.405634)"
22071659,2022,May,05/28/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1405,AFD,3F,9,"(-97.719925,30.295052)"
22071686,2022,May,05/28/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.704904,30.227661)"
22071698,2022,May,05/28/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1101,AFD,2F,5,"(-97.781397,30.244258)"
22071707,2022,May,05/28/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1804,AFD,3F,4,"(-97.687350,30.331243)"
22071756,2022,May,05/28/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2501,AFD,2F,6,"(-97.746357,30.417252)"
22071762,2022,May,05/28/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1903,AFD,2F,10,"(-97.757008,30.337416)"
22071799,2022,May,05/28/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2901,AFD,3F,8,"(-97.837843,30.212958)"
22071815,2022,May,05/28/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.731677,30.235363)"
22071863,2022,May,05/28/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1501,AFD,2F,3,"(-97.690905,30.249138)"
22071870,2022,May,05/28/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-2104,AFD,1F,10,"(-97.741622,30.368791)"
22071979,2022,May,05/28/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1101,AFD,3F,5,"(-97.768321,30.253898)"
22072017,2022,May,05/28/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-1602,AFD,4F,4,"(-97.707210,30.334279)"
22072063,2022,May,05/28/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3402,AFD,3F,6,"(-97.802985,30.463795)"
22072096,2022,May,05/28/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-4503,AFD,4F,6,"(-97.772248,30.490015)"
22072140,2022,May,05/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0102,AFD,1F,9,"(-97.748897,30.265197)"
22072144,2022,May,05/29/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3003,AFD,3F,7,"(-97.673511,30.398431)"
22072199,2022,May,05/29/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2803,AFD,3F,7,"(-97.703508,30.419826)"
22072233,2022,May,05/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.642155,30.406236)"
22072317,2022,May,05/29/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2706,AFD,3F,8,"(-97.879293,30.230783)"
22072343,2022,May,05/29/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3502,AFD,2F,3,"(-97.739664,30.233376)"
22072372,2022,May,05/29/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.705085,30.259768)"
22072378,2022,May,05/29/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1903,AFD,3F,10,"(-97.766690,30.343237)"
22072433,2022,May,05/29/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3002,AFD,4F,7,"(-97.698788,30.404051)"
22072512,2022,May,05/29/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-4005,AFD,4F,7,"(-97.669464,30.433304)"
22072529,2022,May,05/29/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.686455,30.236280)"
22072532,2022,May,05/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4003,AFD,1F,1,"(-97.654210,30.379306)"
22072540,2022,May,05/29/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2002,AFD,3F,5,"(-97.829455,30.213274)"
22072548,2022,May,05/29/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3002,AFD,4F,7,"(-97.706750,30.394660)"
22072551,2022,May,05/29/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1501,AFD,2F,3,"(-97.691993,30.251104)"
22072556,2022,May,05/29/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-3501,AFD,1F,2,"(-97.750272,30.213499)"
22072581,2022,May,05/29/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.744147,30.293530)"
22072637,2022,May,05/30/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-0801,AFD,2F,7,"(-97.720561,30.370523)"
22072662,2022,May,05/30/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2202,AFD,1F,3,"(-97.724670,30.235292)"
22072712,2022,May,05/30/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.720396,30.232393)"
22072818,2022,May,05/30/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,04-4802,AFD,3F,-,"(-97.622307,30.219084)"
22072829,2022,May,05/30/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2202,AFD,4F,3,"(-97.725365,30.231368)"
22072839,2022,May,05/30/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4204,AFD,3F,2,"(-97.666792,30.201789)"
22072845,2022,May,05/30/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0804,AFD,3F,7,"(-97.723201,30.367151)"
22072862,2022,May,05/30/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3401,AFD,3F,6,"(-97.790402,30.465514)"
22072868,2022,May,05/30/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0303,AFD,3F,9,"(-97.739643,30.300348)"
22072892,2022,May,05/30/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.791512,30.231994)"
22072967,2022,May,05/30/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3209,AFD,3F,8,"(-97.826516,30.281892)"
22072992,2022,May,05/30/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4305,AFD,3F,8,"(-97.869609,30.189049)"
22073049,2022,May,05/30/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.736633,30.263236)"
22073060,2022,May,05/30/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1602,AFD,3F,4,"(-97.701876,30.337228)"
22073062,2022,May,05/30/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3002,AFD,1F,7,"(-97.701998,30.399246)"
22073065,2022,May,05/30/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.768122,30.187616)"
22073100,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2904,AFD,3F,5,"(-97.836290,30.168910)"
22073102,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0502,AFD,3F,-,"(-97.691399,30.272027)"
22073139,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0903,AFD,3F,4,"(-97.718786,30.321481)"
22073197,2022,May,05/31/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2807,AFD,2F,6,"(-97.736195,30.437403)"
22073238,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3001,AFD,3F,4,"(-97.697158,30.368544)"
22073273,2022,May,05/31/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3611,AFD,1F,2,"(-97.783067,30.170950)"
22073315,2022,May,05/31/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1705,AFD,1F,5,"(-97.795512,30.234901)"
22073322,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4403,AFD,3F,6,"(-97.770735,30.442682)"
22073341,2022,May,05/31/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3001,AFD,3F,4,"(-97.692135,30.384010)"
22073342,2022,May,05/31/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0801,AFD,3F,4,"(-97.721186,30.372087)"
22073350,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.691250,30.218914)"
22073357,2022,May,05/31/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1801,AFD,3F,1,"(-97.688308,30.318332)"
22073390,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2806,AFD,3F,7,"(-97.700986,30.440878)"
22073401,2022,May,05/31/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0301,AFD,3F,9,"(-97.745027,30.296823)"
22073421,2022,May,05/31/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3002,AFD,3F,4,"(-97.693993,30.385313)"
22073424,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.738200,30.263668)"
22073500,2022,May,05/31/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4001,AFD,3F,7,"(-97.658373,30.397928)"
22073530,2022,May,05/31/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3606,AFD,1F,2,"(-97.790616,30.184848)"
22073545,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2901,AFD,3F,8,"(-97.847302,30.203284)"
22073549,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2005,AFD,3F,2,"(-97.789949,30.204114)"
22073552,2022,May,05/31/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0903,AFD,1F,4,"(-97.718786,30.321481)"
22073556,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3205,AFD,3F,8,"(-97.808078,30.254395)"
22073565,2022,May,05/31/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1701,AFD,2F,3,"(-97.770308,30.225186)"
22073586,2022,May,05/31/2022 12:00:00 AM,Fire,TRASH - Trash Fire,04-4802,AFD,3F,-,"(-97.633340,30.222567)"
22073590,2022,Jun,06/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2806,AFD,1F,7,"(-97.728679,30.417727)"
22073624,2022,Jun,06/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.791576,30.163428)"
22073666,2022,Jun,06/01/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3503,AFD,3F,3,"(-97.720249,30.216459)"
22073685,2022,Jun,06/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2902,AFD,3F,5,"(-97.833403,30.191155)"
22073871,2022,Jun,06/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1801,AFD,3F,1,"(-97.685270,30.312664)"
22073883,2022,Jun,06/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.698813,30.232341)"
22073889,2022,Jun,06/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0807,AFD,1F,7,"(-97.735549,30.397047)"
22073986,2022,Jun,06/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2806,AFD,2F,7,"(-97.713578,30.424757)"
22074016,2022,Jun,06/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,04-2604,AFD,3F,-,"(-97.618260,30.284920)"
22074037,2022,Jun,06/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2005,AFD,3F,2,"(-97.784335,30.203929)"
22074065,2022,Jun,06/01/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-1204,AFD,4F,7,"(-97.732597,30.325490)"
22074090,2022,Jun,06/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3501,AFD,3F,2,"(-97.747275,30.213790)"
22074130,2022,Jun,06/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0803,AFD,1F,4,"(-97.712536,30.353525)"
22074171,2022,Jun,06/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0604,AFD,3F,9,"(-97.748477,30.258659)"
22074195,2022,Jun,06/02/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-4005,AFD,2F,7,"(-97.667417,30.443749)"
22074223,2022,Jun,06/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0805,AFD,3F,7,"(-97.726909,30.371105)"
22074326,2022,Jun,06/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2605,AFD,3F,1,"(-97.637260,30.276779)"
22074327,2022,Jun,06/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2605,AFD,3F,1,"(-97.638107,30.277309)"
22074466,2022,Jun,06/02/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2401,AFD,1F,2,"(-97.748142,30.191930)"
22074473,2022,Jun,06/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5104,AFD,3F,8,"(-97.811166,30.242534)"
22074478,2022,Jun,06/02/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3504,AFD,2F,2,"(-97.708517,30.212421)"
22074504,2022,Jun,06/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3001,AFD,3F,4,"(-97.716958,30.387254)"
22074591,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3601,AFD,3F,5,"(-97.797517,30.170727)"
22074661,2022,Jun,06/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4201,AFD,3F,2,"(-97.675299,30.221786)"
22074687,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3907,AFD,3F,6,"(-97.840158,30.435436)"
22074759,2022,Jun,06/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2501,AFD,3F,10,"(-97.747325,30.418992)"
22074778,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3802,AFD,3F,6,"(-97.812136,30.448198)"
22074805,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.789771,30.160294)"
22074816,2022,Jun,06/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4107,AFD,3F,1,"(-97.579159,30.321708)"
22074882,2022,Jun,06/03/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0803,AFD,3F,4,"(-97.714591,30.364319)"
22074931,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0803,AFD,3F,4,"(-97.714968,30.359194)"
22074946,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.737081,30.263367)"
22074970,2022,Jun,06/03/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2004,AFD,4F,5,"(-97.804246,30.224558)"
22075040,2022,Jun,06/03/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-4301,AFD,2F,8,"(-97.897652,30.183114)"
22075048,2022,Jun,06/03/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2202,AFD,4F,3,"(-97.729999,30.231285)"
22075065,2022,Jun,06/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3604,AFD,1F,5,"(-97.801420,30.168564)"
22075069,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2904,AFD,3F,5,"(-97.836097,30.169176)"
22075119,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.800709,30.163289)"
22075121,2022,Jun,06/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3001,AFD,3F,4,"(-97.696214,30.371987)"
22075145,2022,Jun,06/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1604,AFD,3F,4,"(-97.721253,30.331284)"
22075196,2022,Jun,06/04/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2503,AFD,3F,10,"(-97.746485,30.398389)"
22075240,2022,Jun,06/04/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2801,AFD,1F,7,"(-97.689532,30.427081)"
22075272,2022,Jun,06/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2303,AFD,1F,1,"(-97.672119,30.328152)"
22075300,2022,Jun,06/04/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-5101,AFD,2F,8,"(-97.855638,30.235425)"
22075306,2022,Jun,06/04/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1804,AFD,2F,4,"(-97.704588,30.331730)"
22075353,2022,Jun,06/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2203,AFD,3F,3,"(-97.715020,30.245995)"
22075453,2022,Jun,06/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.744069,30.215724)"
22075474,2022,Jun,06/04/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3004,AFD,2F,1,"(-97.671688,30.395241)"
22075476,2022,Jun,06/04/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0802,AFD,3F,4,"(-97.705673,30.368675)"
22075497,2022,Jun,06/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.692898,30.360644)"
22075555,2022,Jun,06/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2402,AFD,3F,2,"(-97.760886,30.201657)"
22075565,2022,Jun,06/04/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1803,AFD,2F,1,"(-97.706392,30.321609)"
22075667,2022,Jun,06/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.746633,30.268093)"
22075673,2022,Jun,06/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,04-4802,AFD,3F,-,"(-97.637120,30.215994)"
22075695,2022,Jun,06/05/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3102,AFD,1F,10,"(-97.807486,30.379733)"
22075734,2022,Jun,06/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4902,AFD,3F,5,"(-97.789593,30.158443)"
22075752,2022,Jun,06/05/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3802,AFD,3F,6,"(-97.824157,30.457025)"
22075760,2022,Jun,06/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1701,AFD,3F,3,"(-97.764825,30.221368)"
22075762,2022,Jun,06/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2303,AFD,3F,4,"(-97.686169,30.332839)"
22075836,2022,Jun,06/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2502,AFD,1F,6,"(-97.738789,30.409942)"
22075849,2022,Jun,06/05/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-1801,AFD,4F,1,"(-97.680636,30.322741)"
22075952,2022,Jun,06/05/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3401,AFD,3F,6,"(-97.793557,30.461425)"
22075953,2022,Jun,06/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1708,AFD,3F,3,"(-97.764171,30.222480)"
22076013,2022,Jun,06/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1103,AFD,1F,5,"(-97.793116,30.250329)"
